platform,komentar,timestamp,sentimen
twitter,?hah suami disayang paling merasa. Kodratan kodrat maen banget berani. Pria kodrat bukan itu vasektomi inget.,2024-04-22T14:54:25.000Z,negatif
twitter,wakakakakakakak anjir ngakak. ternyata vasektomi pun bukan kodrat pria guys!  https://x.com/guardian1437/s/guardian1437/status/1781876662667485399…,2024-04-22T09:16:36.000Z,netral
twitter,butuh 1 bulan cum pria abis vasektomi buat bebas sperma. kenapa ngga nunggu 1 bulan aja saran ini lebih inklusif ke yg partner nya ngga bisa pake kondom,2024-04-21T16:39:58.000Z,netral
twitter,"Lah yaemang. Kodrat pria mah punya penis doang, masalah ukuran cm sekelingking, susah ngcg, sperma kosong ama isi otaknya kopong kek lo aja tetep gak nyalahin kodrat pria kok.

Tp masalah laki laen mau vasektomi kek, istrinya paling disayang kek, ngapa lo yg julid deh? https://x.com/guardian1437/s/guardian1437/status/1781876662667485399…",2024-04-21T14:47:55.000Z,netral
twitter,(((vasektomi bukan kodrat pria))) kodrat pria juga bukan buat yapping like a little bitch gini ya sat. orang itu mbaknya dan suami yang sama2 pengen mengusahakan vasektomi kok lu yg ribut https://x.com/guardian1437/s/guardian1437/status/1781876662667485399…,2024-04-21T11:36:23.000Z,netral
twitter,"simply karena vasektomi adalah prosedur invasif yg comparablenya sama tubektomi, mbak.

kalau baru punya anak 1, pasti dokternya gak akan menawarkan langsung tubektomi ke mbak kan?

sayangnya memang pilihan kontrasepsi pada pria lebih sedikit
gitu aja",2024-04-21T04:13:46.000Z,negatif
twitter,"Pengalamanku sosialisasi KB pria, malah ditentang perempuan karena dgn vasektomi, mereka khawatir para suami akan 'bebas' jajan tanpa ada bukti dan malah bawa penyakit masuk krn suami sudah 'ngerasa' aman bisa ML tanpa menghamili perempuan lain. Klo kyk gitu gmn?",2024-04-21T02:05:21.000Z,negatif
twitter,Oh iya tidak apple to apple membandingkan kb steril/kontrasepsi mantap pria (vasektomi) sama kb non operative wanita. Bandingin atuh sama tubektomi,2024-04-21T01:37:26.000Z,negatif
twitter,"Aku mau vasektomi karena kejadian yang menimpa ibu ku, kb steril terus cacat otak permanen. Dari situ aku jadi sadar betul penting nya kb pria, lebih kecil resikonya, dan lebih murah biayanya. Kasian perempuan udahlah hamil dan lahiran masih kb lagi",2024-04-21T01:08:32.000Z,negatif
twitter,"ya ga sepadan! kalo vasektomi bisa operasi reversi, sementara kalo tubektomi mentok2 bayi tabung. keduanya sama-sama mahal dan yg lebih greget lagi, operasi reversi vasektomi malah semakin ngga bisa kalo pria tsb sudah lama melakukan vasektomi nya",2024-04-20T08:49:37.000Z,negatif
twitter,"Oalaah.... Kirain 

Tp akhirnya mas suaminya jadi lanjut vasektomi?

Emang yah dunia ini kacau.. perempuan mau kontrasepsi masih disalah-salahin, padahal itu sendiri ga nyaman.. giliran ada kontrasepsi pria, tetep aja perempuannya lg yg disalah-salahin kalo ada apa2.",2024-04-20T03:54:14.000Z,negatif
twitter,Pentingnya vasektomi bagi pria,2024-04-19T16:07:43.000Z,netral
twitter,Mulai normalisasikan vasektomi sebagai KB paling efektif untuk pria,2024-04-01T20:26:29.000Z,netral
twitter,"Berniat Operasi Empedu, Pria Ini Malah Tak Sengaja Jalani Prosedur Vasektomi",2024-04-01T15:34:34.000Z,netral
twitter,abis kena bombastic side eye satu keluarga besar soalnya ditanya mau kriteria pria idaman aku jawabnya yg mau vasektomi,2024-03-18T10:04:58.000Z,netral
twitter,"9. KB Permanen

Disebut juga steril dan memiliki efektivitas untuk mencegah kehamilan hampir 100%. KB permanen dapat dilakukan pada pria dan wanita.
 
Pada pria, KB permanen dilakukan dengan vasektomi (memutus penyaluran sperma ke air mani). Sementara itu, KB permanen pada wanita",2024-03-13T05:30:37.000Z,netral
twitter,Kita usahakan pria tajir melintir yang mau vasektomi itu,2024-03-09T09:17:01.000Z,negatif
twitter,pria harus menonton eps ini agar tidak bertanya pertanyaan tolol cuti 40 hari melahirkan buat apa dan secara sadar ingin segera vasektomi.,2024-02-13T01:04:10.000Z,netral
twitter,"MOW itu metode operasi wanita alias tubektomi atau istilah lainnya steril, kalau MOP metode operasi pria atau istilah lainnya vasektomi. tapi MOP jarang dilakukan krn banyak istri yg takut suaminya malah gampang untuk ""jajan"" xixi",2024-02-05T14:43:53.000Z,negatif
twitter,"Istri Kelewat Subur, Pria AS ini Lakukan Vasektomi di Usia Muda

ikuti Kabar6 : https://web.facebook.com/kabar6com.banten…

https://kabar6.com/istri-kelewat-subur-pria-as-ini-lakukan-vasektomi-di-usia-muda/…",2024-01-29T02:14:07.000Z,netral
twitter,"Kebiri diambil telur (testisnya) sehingga pria tak lagi mampu menghasilkan sperma atau hormon testosteron, kalau vasektomi hanya di ikat saluran spermanya ( vas different ) biar saat berhubungan badan, sperma tidak lagi keluar.",2024-01-26T15:33:44.000Z,negatif
twitter,"Vasektomi adalah prosedur pembedahan yang dilakukan untuk membuat pria mandul secara permanen.
Sekali dipotong mandul lu!!! Mending pakek kondom",2024-01-26T13:29:03.000Z,netral
twitter,beberapa waktu lalu ada thread pria yang vasektomi pake BPJS sih bisa. tapi gak aku simpan,2024-01-26T12:14:41.000Z,netral
twitter,Pria pria yg memutuskan untuk vasektomi ini pantas dibuatkan video dengan template capcut “gentleman..”,2024-01-26T10:51:24.000Z,netral
twitter,"MUI telah mengeluarkan fatwa halal tentang vasektomi atau operasi medis (bedah minor) dengan mengikat saluran sperma pria. Sehingga menjadi dasar bagi pria ikut ber-KB,” ujar Kepala Perwakilan Badan Kependudukan dan Keluarga Berencana Nasional (BKKBN) Kaltim, Jufri Yasin",2024-01-26T09:59:12.000Z,netral
twitter,"Kisah Pria 20 Tahun Usai Jalani Vasektomi Karena Miliki Istri 'Subur'

https://simbah-kakung.blogspot.com/2024/01/kisah-pria-20-tahun-usai-jalani.html…",2024-01-22T01:48:23.000Z,netral
twitter,"Seorang pria di Missouri, AS, membagikan kisahnya yang menjalani vasektomi di usia 20 tahun. Ia menceritakan hal-hal yang dirasakannya pasca vasektomi.",2024-01-21T10:10:00.000Z,netral
twitter,"Vasektomi merupakan salah satu pilihan kontrasepsi dalam perencanaan anak bagi pria. Namun, pilihan ini kerap dihindari karena berbagai mitos.",2024-01-21T07:09:37.000Z,netral
twitter,Soal ADAM Alat Kontrasepsi untuk Pria yang Setara Vasektomi,2024-01-10T08:53:09.000Z,netral
twitter,Brian Austin Green operasi vasektomi setelah kelahiran anak bungsunya. Prosedur kontrasepsi pada pria itu dilakukan karena dia tidak ingin menambah momongan.,2024-01-05T21:41:46.000Z,netral
twitter,"Menurut data terakhir BKKBN yang dirilis pada 2022, hanya 2,2 persen pria di Indonesia yang pakai kondom dan 0,25 persen pria yang menjalani vasektomi.

#momsupdate #update #mom #tahuenggaksih",2023-12-16T04:16:43.000Z,netral
twitter,"Pengertian Vasektomi Berikut dengan Prosedur dalam Tindakan KB Khusus Pria, Jadi Salah Satu Program KB yang Tidak Hanya untuk Wanita!",2023-11-17T11:23:33.000Z,netral
twitter,"ekonomi keluarga dibebankan kepada laki-laki.

vasektomi, maka pria itu hilang kenikmatan dunianya.
bila dunia terasa nikmat, 
sepatutnya lelaki yg waras,  
semangat untuk bekerja demi beristri,  menafkahi istri dan anak, beristri lagi 

begitu ?",2023-11-14T07:42:28.000Z,negatif
twitter,"Tak ada yang berubah dari vasektomi selain ketiadaan sperma. Pria tak akan jadi impoten, menghasilkan jumlah testosteron  yang sama, & air mani masih keluar.

Semua bagian alat reproduksi tetap bekerja dengan cara yang sama sebelum vasektomi.",2023-11-13T10:05:00.000Z,netral
twitter,"Bisa tapi kemungkinan pulihnya kecil, vasektomi itu semi-permanen karena metode yang dipake (intinya) mutusin jalur yang bawa sperma jadi sperma pria susah keluar. Dibenerin bisa tapi ga akan seefektif sebelumnya. 

Ada kemungkinan iya",2023-10-12T01:43:46.000Z,negatif
twitter,Metode operasi wanita (tubektomi) dan metode operasi pria (vasektomi). Bahasa awamnya steril/tutup hamil. Ini kontrasepsi permanen,2023-10-11T10:23:33.000Z,netral
twitter,"Cuman perlu diketahui, secara biologis suami kalian telah kehilangan satu kartu As. Kalo hal itu tak mengganggu keharmonisan kalian, “BOLEH-BOLEH” aja. 

Apabila sehabis vasektomi istri kalian masih bisa hamil, kaum pria boleh-kan nuntut secara hukum (?). “Itu hamil anak siapa?”",2023-10-08T13:46:12.000Z,negatif
twitter,"Fenomena “sperma ngebut” ini yg jadi proses klimaksnya si pria. Efek selanjutnya apa, searching lagi aja. 

Opsi lain yg aman hanya kondom, cuman itu ga 100%, apalagi pada maunya yg setipis mungkin. . 

Nah, sah-sah aja sih wanita ga ber-KB dan pingin suaminya vasektomi.",2023-10-08T13:46:11.000Z,negatif
twitter,"Tapi mas, saya dan suami pernah nanya masalah vasektomi ke bidan, malah dimarahin. Vasektomi cuma bisa untuk pria usia diatas 35, anak sudah 3. We were like whuuuttttt",2023-10-08T07:18:15.000Z,negatif
twitter,BKKBN Riau Edukasi KB Pria Vasektomi pada puluhan Driver Ojol,2023-09-22T11:45:03.000Z,netral
twitter,BKKBN Riau Edukasi KB pria Vasektomi pada puluhan driver ojol,2023-09-22T11:29:14.000Z,netral
twitter,"BKKBN Riau Edukasi KB Pria Vasektomi pada Puluhan Driver Ojol https://transonlinewatch.com/bkkbn-riau-edukasi-kb-pria-vasektomi-pada-puluhan-driver-ojol/… via 
@transonlinecom",2023-09-21T07:53:44.000Z,netral
twitter,"Kalo judulnya udah vasektomi ya ngga bakal bisa punya anak, coba lampirkan jurnal yg nyebutin pria dg vasektomi bisa menghasilkan keturunan? Case di atas bukan Tuhan berencana, tapi tu laki yg ngerencanain nipu istrinya",2023-08-13T09:23:21.000Z,negatif
twitter,"Dan kalau boleh kasih masukkan . Ga hanya suami mbak , perempuan juga mesti berani ambil tindakan vasektomi suatu saat . This shall apply to both gender ( ga adil juga jika hanya di bebankan ke pria doang ) karna kita ga tau kan kak pelecehan atau selingkuhan itu kapan terjadi",2023-08-11T13:24:21.000Z,negatif
twitter,blm lagi ngomongin beban kontrasepsi kepada wanita. Memangnya sebanyak apa sih pria yg mau vasektomi ketika pake kondom aja suka ngeluh ganjel? ,2023-08-11T09:47:51.000Z,negatif
twitter,Efektivitas dan Keamanan Vasektomi Sebagai Alat Kontrasepsi Pria yang Mampu Mencegah Kehamilan: Efektivitas dan Keamanan Vasektomi yang perlu diketahui untuk mencegah kehamilan http://dlvr.it/StDfMB,2023-08-05T09:07:32.000Z,netral
twitter,Oh ini solusi kalo mau kb untuk pria selain vasektomi berarti beli motor harley,2023-07-19T04:09:13.000Z,netral
twitter,"Random thought, pendapat kalian soal Vasektomi pada pria.",2023-07-17T03:43:47.000Z,netral
twitter,"Minggu lalu habis penyuluhan soal kb untuk pria.
Malah disinisin sambil bilang
 ada yg vasektomi trus gabisa ngac3ng.",2023-07-16T05:41:12.000Z,negatif
twitter,"Akhirnya nemu juga thread lengkap vasektomi untuk pria, bisa dicover BPJS lagi.

Mumpung umur saya belum tua2 banget dan masih ada nyali gass dah",2023-07-16T02:30:40.000Z,positif
twitter,"Udah pada familier sama prosedur vasektomi? Prosedur ini adalah salah satu kontrasepsi pria yang bekerja dengan cara memutus atau mengikat saluran sperma.

Namun, apakah prosedur ini akan memengaruhi gairah seksual nantinya?
https://ai-care.id/self-help/pengaruh-vasektomi-pada-gairah-seksual-pria…",2023-07-05T12:00:01.000Z,netral
twitter,Vasektomi adalah kontrasepsi operatif minor pada pria dengan mengeksisi bilateral vas deferens. Vasektomi adalah metode kontrasepsi yang digunakan untuk lelaki yang tidak ingin memiliki anak lagi. Perlu prosedur bedah untuk melakukan vasektomi,2023-07-05T05:10:27.000Z,netral
twitter,"Vasektomi adalah salah satu bentuk kontrasepsi untuk pria dengan tindakan bedah yakni berupa pemotongan bagian vas deferens.

Lalu apakah perubahan ini akan memengaruhi hasrat seksual pria? Temukan jawabannya dalam artikel di bawah ini.",2023-07-04T00:45:55.000Z,netral
twitter,Efektivitas dan Keamanan Vasektomi Sebagai Alat Kontrasepsi Pria yang Mampu Mencegah Kehamilan: Efektivitas dan Keamanan Vasektomi yang perlu diketahui untuk mencegah kehamilan http://dlvr.it/Sr2gJp,2023-06-22T00:16:32.000Z,netral
twitter,"Seorang netizen pria memutuskan vasektomi atau kontrasepsi permanen usai memiliki dua anak. Ia berdalih tidak ingin menambah populasi di muka bumi.

#Vasektomi",2023-06-20T22:15:00.000Z,netral
twitter,Ini efek vasektomi emangnya sama antara pria & wanita?,2023-06-20T05:44:35.000Z,negatif
twitter,"Klo program BKKBN tiap desa suka ada. Tanya saja ke kader di wilayah RW tempat tinggal, setiap berapa bulan sekali biasanya ada program gratis untuk MOW (Metode Opersi Wanita) atau steril, dan MOP ( Metode Operasi Pria) atau vasektomi tanpa BPJS. Bahkan IUD dan Implan juga ada",2023-06-20T03:48:28.000Z,netral
twitter,"kl utk wanita namanya tubektomi, tp bs disambung lg kok, kl pria namanya vasektomi (vas deferens yg dipotong/disumbat) tp kl 'berhubungan' ttp kluar air mani tp gada spermanya",2023-05-25T08:38:53.000Z,netral
twitter,"Always on, sementara wanita ada masa menopause"". Gileee.. prinsip orang emang beda2. Tp vasektomi di pria lebih tdk beresiko beb. Yuk konsul ke obgyn",2023-05-04T03:25:21.000Z,netral
twitter,"Saya juga pernah tanya terkait vasektomi malah disanggah dengan “nanti pengaruh ke hormon testosteron, nggak bergairah lagi, jadi menopause-nya pria gitu lho.” ",2023-04-17T15:54:08.000Z,netral
twitter,"Klo kk sudah tidak ingin anak lagi, bisa memilih menggunakan metode operasi wanita atau metode operasi pria. Vasektomi dan tubektomi. Sifatnya permanen. Oh ya semua alat kontrasepsi punya efek samping, jadi sesuaikan saja dengan kebutuhannya.",2023-04-05T00:19:46.000Z,positif
twitter,"Vasektomi jadi salah satu kontrasepsi yang mantap untuk pria. Dalam prosedur ini saluran sperma (vas deferens) itu dipotong. 

Namun, laki-laki yang menerapkan vasektomi masih bisa ereksi dan masih punya libido.",2023-04-04T02:08:30.000Z,netral
twitter,3. Kontrasepsi MANTAP adalah kontrasepsi yang ditujukan untuk mencegah kehamilan dalam jangka waktu yang lama (tidak terbatas). Kontrasepsi MANTAP pada pria disebut vasektomi dan pada wanita disebut tubektomi.,2023-03-30T04:40:22.000Z,netral
twitter,"Kalo gue ngelarang istri KB karena gak adil buat dia. KB itu akan mempengaruhi hormonal dia. Dia udah hamil 9 bulan, menyusui dan 90% kontribusi dalam mengurus anak.

Gue lebih memilih kalo gue yg KB or even Vasektomi.

Tapi ya ini gue. Gak merepresentasi pria lain.",2023-03-16T00:45:24.000Z,negatif
twitter,srius itu pria dewasa yg sdh menikah umur 33 taun baru tau kalo ada kb cowok yg namanya vasektomi?????? ,2023-03-09T08:57:08.000Z,netral
twitter,"Pilihan kontrasepsi yang sekarang tersedia bagi pria bisa dibilang terbatas, kondom atau vasektomi saja. 

Baru-baru ini para ilmuwan dari Weill Cornell Medicine di New York, membuat kemajuan terkait dengan pilihan kontrasepsi yang bisa digunakan pria.",2023-03-08T09:00:00.000Z,netral
twitter,"alat kontrasepsi pria yg paling sederhana itu kondom, kalo yg permanen/metode operasi itu vasektomi.",2023-03-06T15:11:14.000Z,netral
twitter,"Hai Pria, Ini Waktu yang Tepat Kapan Harus Lakukan Vasektomi: Kapan waktu yang tepat seharusnya melakukan vasektomi http://dlvr.it/Sk9Zfl",2023-03-01T08:21:03.000Z,netral
twitter,that is why aku mendukung kontrasepsi pria. ayo vasektomi  https://x.com/aan__/status/1/aan__/status/1613706101094240256…,2023-01-13T01:58:46.000Z,netral
twitter,"Contohnya di JAV tuh aktor pria nya vasektomi biar klo crot di dalam nggak hamil aktor wanitanya , resikonya paling klo ngga cewe nya kena HIV Aids/kanker rahim,atau pria nya kena HIV Aids dan penyakit raja singa ",2023-01-08T14:10:00.000Z,negatif
twitter,"Sebenarnya vasektomi juga bisa dibilang gak 100% permanen karena ada operasi reversalnya juga. Cuma kemungkinan keberhasilan operasinya kecil (kecil kemungkinan kembali bisa membuahi normal) 

Ada pil kontrasepsi untuk pria tapi masih dalam riset",2022-12-27T17:47:22.000Z,netral
twitter,Belum lagi banyak pria yg mikir vasektomi = kebiri . Makin makin berat perjuangan,2022-12-27T00:37:46.000Z,negatif
twitter,"fisik dan mental wanita bener² dikuras saat hamil dan menyusui, seberapapun siapnya mereka.

udahla lelah dan ga mudah, dapat pula pria dgn mindset kek kau ini. hih, mending orang kek kau vasektomi lah, serius.",2022-12-26T08:53:26.000Z,negatif
twitter,"Biasanya tau nya istilah *steril*
Vasektomi buat pria, Tubektomi buat wanita",2022-12-25T16:52:20.000Z,netral
twitter,Gratiskan vasektomi untuk pria! Biar tetap bisa enak keluar di dalem tanpa perlu khawarir tek dung tralalala~ burung kakak... *you sing you lose* https://t.co/kwgl6eVPLs,2022-12-13T14:09:43.000Z,netral
twitter,"mow : metode operasi wanita (tubektomi)
mop : metode operasi pria (vasektomi)",2022-10-15T01:50:39.000Z,netral
twitter,"Usai Vasektomi, Pria Ini Dapat Hadiah Kukis Unik dari Istri Tercinta.

Surabaya (http://beritajaatim.com) – Mungkin sering terdengar orang merayakan kemenangan dan pencapaiannya baik besar maupun kecil. Tapi pernahkah… http://dlvr.it/SZGDrW #Ragam #kuevasektomi #vasektomi",2022-09-30T10:03:10.000Z,netral
twitter,Deretan Fakta Seputar Vasektomi pada Pria beserta Pro dan Kontranya http://kmp.im/AGDeOp,2022-09-17T06:52:02.000Z,netral
twitter,"MOW dan MOP adalah Metode kontrasepsi dengan menggunakan metode Kontap ( Kontrasepsi Mantap ), salah satu metode kontrasepsi jangka panjang dan permanen. Jenis Kontap yang disarankan adalah MOW (Metode Operasi Wanita) atau Tubektomi dan MOP( Metode Operasi Pria ) atau Vasektomi",2022-09-15T04:14:05.000Z,netral
twitter,"Ada beberapa pantangan setelah pria menjalani prosedur vasektomi, salah satunya berhubungan seks. Sampai kapan pantangan ini dilakukan? #kumparanMOM https://kumparan.com/kumparanmom/kapan-boleh-berhubungan-seks-lagi-setelah-suami-vasektomi-1ypWXOW2atS?utm_medium=post&utm_source=Twitter&utm_campaign=int…",2022-09-10T13:06:05.000Z,netral
twitter,"Banyak pria yang ragu untuk melakukan vasektomi, dikarenakan rasa takut hal ini akan mempengaruhi organ seksualnya sampai menyebabkan impotensi atau disfungsi ereksi. Benarkah demikian?

Simak selengkapnya di : https://kliniklelaki.com/apakah-vasektomi-bisa-menyebabkan-impotensi/…

© Nacho Lledò dari Pexels",2022-08-30T08:40:00.000Z,netral
twitter,"Berhubung poliandri itu tidak umum di Indonesia, lebih efektif, efisien, dan aman lagi kalau steril pria, vasektomi.",2022-08-24T04:34:00.000Z,positif
twitter,Dukung pria melakukan vasektomi!! Aye aye,2022-08-22T09:03:26.000Z,netral
twitter,"Nah opsi efek samping paling sedikit ada di vasektomi buat para pria. Dan yg kubaca vasektomi ini pun bisa dikembaliin, jd bisa dibalikin supaya bisa punya momongan kalo berubah pikiran.",2022-08-21T17:09:48.000Z,positif
twitter,Viral di TikTok sejumlah pria di Amerika yang berbagi pengalaman mereka menjalani prosedur vasektomi. Seperti apa sih rasanya? Berikut penjelasannya. https://tauberita.com/viral-pria-bagikan-momen-vasektomi-buka-bukaan-rasanya-saluran-sperma-di-cut…,2022-08-19T12:01:02.000Z,netral
twitter,Viral di TikTok sejumlah pria di Amerika yang berbagi pengalaman mereka menjalani prosedur vasektomi. Seperti apa sih rasanya? Berikut penjelasannya.,2022-08-19T11:38:13.000Z,netral
twitter,Minat Pria di Jember untuk vasektomi Masih Rendah https://radarjember.jawapos.com/kesehatan/04/08/2022/minat-pria-di-jember-untuk-vasektomi-masih-rendah/…,2022-08-04T06:30:38.000Z,netral
twitter,dari data SDKI 2017 hanya 3.4% pria kawin yang menggunakan kontrasepsi pria. bahkan dari 7.985 responden hanya 17 responden melakukan vasektomi. kenapa yang ditekankan hanya perempuan saja? memang perempuan bisa hamil sendiri? tingkatkan male contraception-nya juga.,2022-07-08T02:48:21.000Z,negatif
twitter,SJW tu mirip kek pria vasektomi. Bisa ngaceng tp mandul,2022-06-30T12:12:36.000Z,negatif
twitter,"Vasektomi untuk mencegah sel sperma keluar. Air mani tetap keluar,namun ya zonk tanpa ada sel sperma di dalam nya
Yang biasanya dilakukan pria yg sudah berumur/pria yg tidak menginginkan punya keturunan.Dan butuh waktu 2-3 minggu agar sisa² sel dipenis hilang",2022-06-29T14:21:55.000Z,negatif
twitter,"@bkkbnjawabarat min, mohon info program sterilisasi pria (vasektomi) dong, kalau mau ikut program ini di kab. Bogor bagaimana ya?",2022-06-25T11:55:32.000Z,netral
twitter,"Awalnya memahami childfree terus tanya ke ibu2 kenapa tidak pakai alat kontrasepsi. Kemudian ada contoh kasus suami meninggalkan istri yang lagi hamil.
Kalau vasektomi pada pria dinormalisasi, bisa jadi opsi untuk mengurangi beban penggunaan kontrasepsi pada wanita.",2022-06-24T17:38:58.000Z,netral
twitter,Baru 3 bulan udah bisa bikin thread penuh kata2 mutiara bijak.. mungkin bentar lagi bikin thread lagi untuk encorage para pria untuk vasektomi.,2022-06-24T16:52:35.000Z,positif
twitter,"Tapi gak perlu cemas, karena prosedur ini gak berpengaruh pada tingkat libido, kok. Jadi, kamu tetap bisa ereksi & ejakulasi.

Meski memang, beberapa waktu setelah vasektomi, sebagian pria mungkin enggan berhubungan seks, karena testis terasa nyeri. Tapi, ini umumnya sementara.",2022-06-24T07:34:52.000Z,negatif
twitter,"Demi Hindari Pasangan Hamil, 282 Pria Klaten Rela Jalani Vasektomi https://solopos.com/demi-hindari-pasangan-hamil-282-pria-klaten-rela-jalani-vasektomi-1332876?utm_source=dlvr.it&utm_medium=twitter…",2022-06-06T07:53:03.000Z,netral
twitter,"Tak ingin menambah momongan, para selebriti pria ini memilih vasektomi. Prosedur ini dilakukan untuk mencegah pria menghamili wanita tanpa alat kontrasepsi. https://wolipop.detik.com/foto-entertainment/d-6087425/8-selebriti-pria-operasi-vasektomi-agar-tak-bisa-punya-anak-lagi?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=wolipop&utm_source=Twitter#Echobox=1653062270…",2022-05-20T16:39:27.000Z,netral
twitter,"Variasi pilihan alat kontrasepsi buat pria selain kondom. I mean, women have a lot on their plate already. Pills, implant, AKDR dan beberapa di antaranya changing our body features because of the hormonal changes. Sementara laki-laki kalau ga kondom ya vasektomi https://t.co/UA55HoqLYe",2022-04-18T17:52:50.000Z,netral
twitter,Vasektomi buat pria ga dilarang kok,2022-04-18T08:32:49.000Z,positif
twitter,"Btw yg saya tau, vasektomi itu memutus jalur sperma, dan itu gak bisa disambungkan lagi karna itu jarang pria yg mau melakukannya karna dia otomatis jd mandul.",2022-04-06T15:47:41.000Z,negatif
twitter,"Pelda Ermon, Sudah Saatnya Kaum Pria Untuk Ber-KB Vasektomi. https://kodim0312padang.mil.id/index.php/2011-11-22-02-13-14/2011-11-22-02-22-30/1936-peldaermonsudahsaatnyakaumpriauntukber-kbvasektomi…",2022-03-08T03:57:28.000Z,netral
twitter,"Pria yang sudah berkeluarga dan memiliki anak lebih dari tiga di Mesuji dianjurkan untuk melakukan metode operasi pria (MOP) atau dikenal Vasektomi.
#vasektomi #operasipria #lampungpost
https://lampost.co/berita-pria-beranak-tiga-di-mesuji-dianjurkan-vasektomi.html…",2022-03-04T11:48:58.000Z,netral
twitter,Data pria indo yg vasektomi ada ga ya? Kurang populer kyknya genre kontrasepsi yg 1 ini.,2022-02-22T06:21:56.000Z,negatif
twitter,"Buat para pria yang berani memutuskan vasektomi, mereka harusnya diberikan suvenir berupa :

1. Foto/Video sel sperma gelombang terakhir 

2. Preparat morfologi sel sperma (opsional)

Biar bisa mengenang para pejuang ",2022-01-31T14:56:27.000Z,netral
twitter,"Vasektomi merupakan prosedur kontrasepsi paling ampuh saat ini. Kemungkinan gagalnya hanya kurang dari 1 persen sehingga para pria tak perlu waswas kebobolan jika sudah mematuhi syarat dan ketentuannya.

https://tirto.id/gnWW",2022-01-21T13:00:03.000Z,positif
twitter,"SSeorang suami yang sudah menjalani vasektomi terkejut saat mengetahui istrinya hamil.
Sehingga suami berpikir bahwa anak yang ada di perut istrinya pasti milik pria lain.
namun, Fakta lain terungkap
 
https://aceh.tribunnews.com/2021/12/30/suami-sudah-lakukan-vasektomi-tapi-istri-malah-hamil-sempat-dikira-selingkuh-ternyata-ini-faktanya… via 
@serambinews",2021-12-30T09:53:28.000Z,netral
twitter,"Sudah Vasektomi, Tapi Istri Pria Ini Masih Hamil hingga Dituduh Selingkuh, Endingnya Bikin Pilu
 
https://medan.tribunnews.com/2021/12/30/sudah-vasektomi-tapi-istri-pria-ini-masih-hamil-hingga-dituduh-selingkuh-endingnya-bikin-pilu… via 
@tribunmedan",2021-12-30T07:16:45.000Z,netral
twitter,Apa kalian sudah vasektomi wahat pria penghuni Twitter.,2021-12-27T01:13:24.000Z,negatif
twitter,"Khawatir Masalah Lingkungan, Pria Muda Ini Lakukan Vasektomi http://dlvr.it/SFNFZZ",2021-12-14T21:36:34.000Z,netral
twitter,"GAMAU, karena saluran yang dilalui sperma dari testis akan dipotong dan diikat guna mencegah sperma mencapai air mani yang dikeluarkan saat ejakulasi ketika berhubungan seksual. Vasektomi bisa disebut juga sebagai sterilisasi atau kontrasepsi permanen pada pria.",2021-11-23T18:02:02.000Z,netral
twitter,"[ CONTRACEPTIVE METHOD FOR MEN: VASECTOMY ]

Halo, sobat #KnoHub! Kali ini, kita bakal bahas soal vasektomi nih, salah satu metode kontrasepsi untuk pria. Vasektomi itu apa, sih?",2021-10-26T09:59:36.000Z,netral
twitter,Kesadaran soal kesehatan reproduksi dan kesediaan menggunakan kontrasepsi termasuk kondom dan vasektomi masih sangat rendah di kalangan pria.,2021-09-30T00:47:06.000Z,netral
twitter,"FYI: Vasektomi adl salah satu jenis kontrasepsi yg paling efektif pd pria dgn tingkat keberhasilan mencapai 99%. Vasektomi dilakukn dgn cara memotong vas deferens, yakni saluran berbentuk tabung kecil di dlm skrotum yg mengantarkan sperma agar bs keluar melalui penis -halosehat",2021-09-21T11:58:50.000Z,netral
twitter,"Browsing tentang vasektomi, dan ternyata jauh lebih aman, 100% bisa mencegah kehamilan dibanding birth control mana pun untuk cewek.
Aman di sini dalam artian hampir ga ada gangguan kesehatan di pria yg operasi vasektomi.

Kenapa ga populer ya?",2021-09-04T17:13:51.000Z,positif
twitter,"Laki2 tuh pilihan kontrasepsi nya cmn sedikit, ada secara alami (yg mostly pst mrk2 gabisa nahan) atau pk alat contohnya kondom atau jg bs dg pembedahan(vasektomi)
Ada si baru2 ini utk pria gel kontrasepsi sama vasalgel (tp pergerakan nya blm masif)",2021-07-21T15:47:00.000Z,netral
twitter,"Cowok juga ada pilihan buat pakai kontrasepsi kak misalnya pake kondom/vasektomi. Tapi yaaa gitu, kontrasepsi dinilai khusus buat perempuan. Belum lagi bagi pria kalo ngelakuin vasektomi dianggap nggak 'jantan' lagi",2021-07-19T10:55:28.000Z,negatif
twitter,Pria yang telah menjalani prosedur kontrasepsi vasektomi tidak boleh buru-buru berhubungan seks pascatindakan karena memiliki sejumlah konsekuensi. http://dlvr.it/S32P62,2021-07-04T14:06:07.000Z,netral
twitter,"ayat ataupun hadist tentang zina ini 
bukan berarti melakukan tubektomi/vasektomi.

jika sikond utk memungkinkan utk serius permanen relationship dengan menikah/perkawinan dgn legal, 
tidak ada niat ingin berzina dari pria & wanitanya. 

betul ?",2021-06-14T07:50:06.000Z,negatif
